Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Senior Software Engineer -Data Engineer/Scientist II,Deutsche Bank,4.2,3-10 Yrs,Not disclosed,Pune,6 Days Ago,"['Administration', 'GIT', 'Trade finance', 'Machine learning', 'Data collection', 'Cash management', 'Troubleshooting', 'SDLC']"," Hands on experience in Python for 3+ years 3+ years of experience in Apache Spark, Hive..."
Data Scientist - NLP/Python/Spark,TalPro,4.2,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",8 Days Ago,"['NLP', 'Spark', 'Python', 'Natural Language Generation', 'Entity extraction', 'Spotfire', 'Sentiment Analysis', 'predictive analytics']", Education: Bachelors / Masters in a quantative fieldsAnalytics certificate programs fro...
Analytics India Magazine - Data Scientist - NLP/R/Python,AIM recruits,4.2,5-7 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",8 Days Ago,"['R', 'NLP', 'Python', 'SSAS', 'Azure', 'SSIS', 'Forecasting', 'ETL']"," Qualifications & Specifications : - Bachelors degree in computer science, engineering, ..."
Data Scientist - Python/Machine Learning,Corner Tree Consulting,4.2,10-14 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",7 Days Ago,"['Python', 'Machine learning', 'CICD', 'R', 'DevOps', 'Statistical Analysis', 'Azure IoT', 'Data Analytics']", Relevant experience in usage of Data Analytics and Machine learning libraries for monit...
Data Scientist - Python / Machine Learning,Corner Tree Consulting,4.2,10-14 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",10 Days Ago,"['Machine Learning', 'Azure IoT', 'R', 'Data Analytics', 'Python', 'DevOps', 'CICD', 'Statistical Analysis']", Relevant experience in usage of Data Analytics and Machine learning libraries for monit...
Data Scientist - Business Intelligence,Career Infosystem,4.2,3-8 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",13 Days Ago,"['Business Intelligence', 'NoSQL databases', 'SQL', 'Tensorflow', 'NoSQL', 'Data Scientist', 'Cloud', 'Numpy']", Practical knowledge of applying statistics and probability : Identifying suitable appro...
Senior Data Scientist,Liquiloans,3.1,3-6 Yrs,Not disclosed,Mumbai,4 Days Ago,"['Data Scientist', 'programming', 'Python', 'Data Science', 'Data Management', 'Data Analytics', 'Analytics']", About Us :Company is a P2P (peer-to-peer) lending platform that caters to both borrower...
Data Scientist / Senior Data Scientist,Grazitti Interactive,4.3,3-8 Yrs,Not disclosed,Mohali,3 Days Ago,"['Python', 'Machine Learning', 'SQL', 'R', 'IT Skills', 'Data Science', 'IT services', 'Computer science']"," The senior data scientist will be required to outline work requirements, assign tasks t..."
Sr. Data Scientist,Lifescan,4.8,5-7 Yrs,Not disclosed,remote,3 Days Ago,"['Computer science', 'metadata', 'Backend', 'Agile', 'Data quality', 'Informatica', 'Teradata', 'Business intelligence']"," Undergraduate degree required in Computer Science, Information Science, or similar fiel..."
Senior Data Scientist,TransUnion,4.5,7-11 Yrs,Not disclosed,Pune,5 Days Ago,"['IT Skills', 'Java', 'Python', 'Machine Learning', 'Cloud', 'Project Management', 'Big Data', 'C++']"," Bachelors (4 year) degree in statistics, applied mathematics, financial mathematics, en..."
Data Scientist,Jobs Territory  ,4.5,1-3 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",1 Day Ago,"['data science', 'Computer science', 'Machine learning', 'Natural language processing', 'Data mining', 'Business solutions', 'MATLAB', 'Analytics']", You have 1 - 3 years of experience as a data scientist manipulating data sets and build...
Data Scientist,IBM,4.1,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Consulting', 'Predictive modeling', 'SPSS', 'Forecasting', 'Analytics', 'IT Skills', 'Java', 'Python']", Demonstrated proficiency in multiple programming languages with a strong foundation in ...
Data Scientist - Innovation Center Network,SAP India Pvt.Ltd,4.4,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['HANA', 'DIV', 'Java', 'CSS', 'J2Ee Web Services', 'Front End', 'Html5', 'XML']"," You should have a solid foundation in computer science, with strong competencies in alg..."
Data Scientist: Artificial Intelligence,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['IVR', 'Telecommunication', 'Analytics', 'Monitoring', 'Capacity planning', 'IT Skills', 'Cloud', 'Disaster recovery']", Genesys Cloud Certification is nice to have Minimum 4 years of experience in IT Industr...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Enterprise applications', 'Artificial Intelligence', 'Investigation', 'Deployment', 'Open source', 'Amazon AI']", Required Technical and Professional Expertise Sagemaker experience needed
Data Scientist: Artificial Intelligence,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IVR', 'Telecommunication', 'Analytics', 'Monitoring', 'Capacity planning', 'IT Skills', 'Cloud', 'Disaster recovery']", Genesys Cloud Certification is nice to have Minimum 4 years of experience in IT Industr...
Data Scientist: Artificial Intelligence,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IVR', 'Telecommunication', 'Analytics', 'Monitoring', 'Capacity planning', 'IT Skills', 'Cloud', 'Disaster recovery']", Genesys Cloud Certification is nice to have Minimum 4 years of experience in IT Industr...
Data Scientist: Artificial Intelligence,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IVR', 'Telecommunication', 'Analytics', 'Monitoring', 'Capacity planning', 'IT Skills', 'Cloud', 'Disaster recovery']", Genesys Cloud Certification is nice to have Minimum 4 years of experience in IT Industr...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Artificial Intelligence', 'Investigation', 'Deployment', 'Open source', 'Amazon AI']", Required Technical and Professional Expertise Sagemaker experience needed
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Open source', 'AWS', 'Analytics', 'LEX', 'AWS Lex', 'IT Skills', 'Automation testing']", Required Technical and Professional Expertise conversation analytics background require...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Open source', 'AWS', 'Analytics', 'LEX', 'AWS Lex', 'Automation testing', 'Artificial Intelligence']", Required Technical and Professional Expertise conversation analytics background require...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Open source', 'AWS', 'Analytics', 'LEX', 'IT Skills', 'Automation testing', 'Artificial Intelligence']", Required Technical and Professional Expertise conversation analytics background require...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Open source', 'AWS', 'Analytics', 'LEX', 'IT Skills', 'Automation testing', 'Artificial Intelligence']", Required Technical and Professional Expertise conversation analytics background require...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Enterprise applications', 'Open source', 'AWS', 'Analytics', 'LEX', 'AWS Lex', 'IT Skills', 'Automation testing']", Required Technical and Professional Expertise conversation analytics background require...
Data Scientist,Applied Materials,4.3,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Deep learning', 'Pytorch', 'Cnn', 'Rnn', 'NLP', 'Lstm', 'Keras', 'Spacy']", Good knowledge in statistics and math in deep understanding on ML algorithms and their ...
Data Scientist,IBM,4.1,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Coding', 'Debugging', 'Application development', 'Open source', 'Python', 'IT Skills', 'Java', 'Data Science']", Experience with standard machine learning techniques and machine learning tools and fra...
Data Scientist,EXL,3.8,5-10 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR",3 Days Ago,"['python', 'Natural Language Processing', 'Machine Learning', 'Predictive Modeling']"," Roles and Responsibilities Engage with business stakeholders, understand their pain poi..."
Data Scientist,IBM,4.1,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['Coding', 'Debugging', 'Application development', 'Open source', 'Python', 'Java', 'PyTorch', 'Cloud']", Experience with standard machine learning techniques and machine learning tools and fra...
Data Scientist - Powertrain Engineering,VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,2.7,4-7 Yrs,Not disclosed,Remote,2 Days Ago,"['Powertrain', 'Automation', 'C++', 'Mechatronics', 'Simulation', 'Construction equipment', 'Engineering Manager', 'Simulink']", What will you do You will work in agile teams through good collaboration with our colle...
Junior/Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,2.7,1-6 Yrs,Not disclosed,Mumbai,6 Days Ago,"['R', 'SPSS', 'Python', 'Business Intelligence', 'SAS', 'Data Management', 'Data Mining', 'Tableau']", We are looking for Data Scientists for the Mumbai location with an advanced degree in a...
Junior/ Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,2.7,2-7 Yrs,Not disclosed,Mumbai,6 Days Ago,"['Data Science', 'Business Intelligence', 'SAS', 'Data Scientist', 'Data Management', 'Data Mining', 'Tableau', 'Data Analytics']", We are looking for Data Scientists for the Mumbai location with an advanced degree in a...
Lead Data Scientist,Advance Auto Parts,4.1,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago,"['Data analysis', 'Google Analytics', 'Version control', 'Neural networks', 'Machine learning', 'SPSS', 'Data mining', 'Analytics']", ESSENTIAL DUTIES AND RESPONSIBILITIES: include the following. Other duties may be assig...
"Data Analyst/ Data Scientist
Data Analytics & Visualizations",SGS GLOBAL SERVICES PRIVATE LIMITED,4.1,2-4 Yrs,"7,50,000 - 12,00,000 PA.",Noida(Sector-2 Noida),11 Days Ago,"['GCP', 'Bigquery', 'Table Partitioning', 'Clustering', 'Machine Learning', 'Etl Pipelines', 'Complex Sql Query', 'data analytics']"," Should have in-depth understanding of Bigquery architecture, table partitioning, cluste..."
Data Scientist,Cervello India Private Limited ,4.3,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Machine Learning algorithms', 'Python', 'Random Forest', 'IT Skills', 'Data Science', 'Machine Learning', 'Tableau', 'Predictive Modeling']"," Data ScientistAs an Cervello Analytics CoE Data Engineer, you will work on a broad rang..."
Data Scientist,Tiger Analytics India LLP    ,4.2,NA,Not disclosed,,7 Days Ago,"['Python', 'Data Science', 'R', 'Artificial Intelligence', 'Risk Analytics', 'Advanced Analytics', 'Statistical Modeling', 'Machine Learning']"," BTech from Tier-1 college (IITs, NITs, IIITs etc.)Minimum 5 years spent with Analytics ..."
AI Resident - Data Scientist,Shell,4.3,3-4 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['tensorflow', 'AzureML', 'ML cloud services', 'Data Scientist', 'AWS Sagemaker', 'keras', 'statistical modeling', 'sckit-learn']"," At least a Masters Degree or PhD in relevant discipline such as Statistics, Mathematics..."
Data Scientist,Bukuwarung,4.3,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Computer science', 'data science', 'Machine learning', 'Natural language processing', 'Data mining', 'Business solutions', 'MATLAB', 'Analytics']", You have 1 - 3 years of experience as a data scientist manipulating data sets and build...
Data Scientist,Dev Solutions,4.3,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Advanced Analytics', 'Data Science', 'Predictive modeling', 'Python', 'database', 'SQL', 'IT Skills', 'Machine Learning']", Proficient in SQL and relational database concepts Proficient in Python and its scienti...
Principal Data Scientist,Dev Solutions,4.3,7-13 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Tensorflow', 'Python', 'Machine Learning', 'Scala', 'Spark', 'R', 'scikit', 'object - oriented']"," Advanced degree in Data Science, Statistics, Applied Math, Computer Science, Engineerin..."
Principal Data Scientist,Target,4.3,10-20 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['Supply chain', 'Computer science', 'Operations research', 'Artificial Intelligence', 'Business planning', 'Troubleshooting', 'Open source', 'Forecasting']", 10+ years of experience in modeling and algorithm design How much space should we give ...
Data Scientist 2,PayPal,4.3,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,12 Days Ago,"['Computer science', 'Automation', 'Analytical', 'Machine learning', 'Data structures', 'Customer support', 'Customer service', 'Monitoring']", Bachelors / Masters or higher degree in Computer Science or related technical fieldGood...
Principal Data Scientist,"Rakuten, Inc.",4.1,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['Computer science', 'Display advertising', 'Machine learning', 'Data processing', 'Telecommunication', 'Research', 'Data mining', 'Econometrics']", Position Details - Lead a responsible research field including several projects - Lead ...
Data Scientist Opportunity with PayU ( Tier1 institute's Only apply),PayU,4.1,2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",14 Days Ago,"['Django', 'MySQL', 'Deep Learning', 'Python', 'Predictive Analytics', 'Data Science', 'Logistic Regression', 'Factor Analysis']"," Hello, We are looking to add a Datascientist to our team, Would love to connect and tel..."
Data Scientist - A Travel Tech company,HotelHub,4.4,NA,"5,50,000 - 15,50,000 PA.",,4 Days Ago,"['Data Mining', 'Machine Learning', 'Python', 'Predictive Modeling', 'R', 'Artificial Neural Networks', 'C#.Net', '.Net']", Experience creating and using advanced machine learning algorithms and statistics: regr...
Data Scientist 1,PayPal,4.3,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['Prototype', 'Credit risk', 'Scientist 1', 'Management', 'Risk management', 'Data mining', 'Financial services', 'Quantitative analysis']", 2+ years related professional experience in analyticsExperience in managing large volum...
Opening For Data Scientist,Netscribes,3.3,1-4 Yrs,Not disclosed,Mumbai (All Areas),3 Days Ago,"['Data Science', 'python', 'sql', 'nlp', 'predictive maintenance', 'Machine Learning', 'data wrangling', 'statistics']", Experience building dashboard ecosystems to showcase the full view into channel and con...
Principal Data Scientist,Societe Generale,3.9,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['D3 js', 'R libraries', 'Cassandra', 'Java', 'deep learning', 'NumPy', 'Scikit', 'HBase']"," Minimum 6 years of experience in developing and deploying machine learning, deep learni..."
Data Scientist,VEGA Intellisoft Private Limited,4.2,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['IT Skills', 'Java', 'Python', 'Data Science', 'Machine Learning', 'Cloud', 'Oracle', 'Microstrategy']", Prepare design for all metadata relating to various Extract/Transform/Load (ETL) proces...
Data Scientist,Glance IT Solution,4.2,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Python', 'data analysis', 'Hadoop', 'Spark', 'machine learning', 'Java', 'NoSQL', 'linux']"," User Experience Languages supported on Glance: English, Hindi, Telugu, Tamil, Marathi, ..."
Data Scientist / Sr Data Scientist,Connexions,4.2,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,4 Days Ago,"['statistical model building', 'Pyspark', 'credit risk modeling', 'Hadoop', 'LGD', 'SQL', 'R', 'churn modeling']", Role: Data Scientist - Micro Lending Fintech (2-4 yrs exp )Sr. Data Scientist - 4+ yrs ...
Software Engineer- Python Data Engineer/Scientist I,Deutsche Bank,4.2,2-5 Yrs,Not disclosed,Pune,6 Days Ago,"['GIT', 'Trade finance', 'Agile', 'Data collection', 'Cash management', 'data visualization', 'Troubleshooting', 'SDLC']"," Hands on experience in Python for 2 years 2 years of experience in Apache Spark, Hive /..."
